Record_ID,Date,Day_of_Week,Is_Weekend,Season,Line,Line_Color,Station_Name,Interchange_Station,Zone,Distance_from_Connaught_Place_km,Opening_Year,Number_of_Platforms,Entry_Count,Exit_Count,Total_Footfall,Peak_Hour_Footfall_Pct,Avg_Fare_INR,Majority_Ticket_Type,Parking_Available,Feeder_Bus_Available,Escalator_Count,Elevator_Count,Weather_Condition,Temperature_C,Is_Festival_Day,Delay_Minutes,Security_Incidents
117,2024-01-02,Tuesday,0,Winter,Blue,#00509E,Rajouri Garden,Yes,West Delhi,12.9,2005,3,14510,14304,28814,31.7,46.2,QR Ticket (Token-less),Yes,Yes,4,1,Cold & Cloudy,8.7,0,0.1,0
118,2024-01-02,Tuesday,0,Winter,Blue,#00509E,Vaishali,No,Ghaziabad,15.9,2009,2,5226,5119,10345,37.2,47.5,Smart Card (DMRC Card),Yes,Yes,3,1,Cold & Cloudy,8.7,0,1.5,0
119,2024-01-02,Tuesday,0,Winter,Blue,#00509E,Yamuna Bank,Yes,East Delhi,6.3,2005,4,19643,20089,39732,39.6,28.6,QR Ticket (Token-less),Yes,No,2,1,Cold & Cloudy,8.7,0,1.0,0
120,2024-01-02,Tuesday,0,Winter,Green,#00A651,Ashok Park Main,No,West Delhi,9.8,2010,2,5802,5603,11405,39.7,32.1,Paper QR Token,No,No,3,0,Cold & Cloudy,8.7,0,1.8,0
121,2024-01-02,Tuesday,0,Winter,Green,#00A651,Bahadurgarh City,No,Haryana,29.1,2018,2,4339,4176,8515,35.0,60.0,Smart Card (DMRC Card),Yes,Yes,3,1,Cold & Cloudy,8.7,0,0.4,0
122,2024-01-02,Tuesday,0,Winter,Green,#00A651,Mundka,No,West Delhi,22.4,2010,2,3971,4045,8016,44.2,56.1,Smart Card (DMRC Card),Yes,Yes,4,1,Cold & Cloudy,8.7,0,4.3,0
123,2024-01-02,Tuesday,0,Winter,Green,#00A651,Nangloi,No,West Delhi,17.6,2010,2,4350,4470,8820,41.5,47.6,QR Ticket (Token-less),Yes,Yes,2,0,Cold & Cloudy,8.7,0,0.1,0
124,2024-01-02,Tuesday,0,Winter,Green,#00A651,Peeragarhi,No,West Delhi,14.2,2010,2,4958,5151,10109,28.4,42.8,Paper QR Token,No,No,4,0,Cold & Cloudy,8.7,0,2.2,0
125,2024-01-02,Tuesday,0,Winter,Green,#00A651,Punjabi Bagh,No,West Delhi,11.5,2010,2,6380,6618,12998,42.8,44.9,Smart Card (DMRC Card),No,No,4,2,Cold & Cloudy,8.7,0,2.1,0
126,2024-01-02,Tuesday,0,Winter,Grey,#808080,Dwarka,No,West Delhi,22.8,2019,2,5507,5407,10914,35.9,58.5,QR Ticket (Token-less),No,Yes,2,0,Cold & Cloudy,8.7,0,4.7,0
127,2024-01-02,Tuesday,0,Winter,Grey,#808080,Najafgarh,No,South West Delhi,27.4,2019,2,5590,5726,11316,37.1,60.0,Smart Card (DMRC Card),No,No,4,1,Cold & Cloudy,8.7,0,2.1,0
128,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,Botanical Garden,Yes,Noida,17.2,2018,3,20537,21213,41750,38.6,50.1,QR Ticket (Token-less),No,No,6,1,Cold & Cloudy,8.7,0,0.3,0
129,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,Greater Kailash,No,South Delhi,8.9,2018,2,6027,6133,12160,33.2,35.7,Smart Card (DMRC Card),Yes,No,3,2,Cold & Cloudy,8.7,0,0.6,0
130,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,Hauz Khas,Yes,South Delhi,9.6,2017,3,18610,17985,36595,29.0,36.4,Smart Card (DMRC Card),No,No,2,2,Cold & Cloudy,8.7,0,0.2,0
131,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,IIT Delhi,No,South Delhi,8.6,2017,2,6606,6443,13049,40.2,32.8,Smart Card (DMRC Card),No,Yes,4,0,Cold & Cloudy,8.7,0,0.3,0
132,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,Janakpuri West,Yes,West Delhi,16.4,2018,4,17584,18148,35732,39.2,45.2,QR Ticket (Token-less),No,Yes,4,1,Cold & Cloudy,8.7,0,5.7,0
133,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,Jasola Vihar Shaheen Bagh,No,South Delhi,13.6,2018,2,5293,5252,10545,41.9,42.0,NCMC Card (One Delhi),No,No,2,2,Cold & Cloudy,8.7,0,0.4,0
134,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,Kalindi Kunj,No,South Delhi,14.9,2018,2,5434,5290,10724,43.3,41.6,Smart Card (DMRC Card),Yes,No,4,2,Cold & Cloudy,8.7,0,2.3,0
135,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,Kalkaji Mandir,Yes,South Delhi,10.6,2018,4,17599,18140,35739,31.1,35.7,QR Ticket (Token-less),Yes,No,8,1,Cold & Cloudy,8.7,0,1.1,0
136,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,Munirka,No,South Delhi,10.3,2017,2,4805,4766,9571,39.4,36.9,Smart Card (DMRC Card),No,No,2,2,Cold & Cloudy,8.7,0,0.7,0
137,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,Palam,No,South West Delhi,19.2,2018,2,5362,5261,10623,42.9,50.2,Smart Card (DMRC Card),Yes,Yes,2,1,Cold & Cloudy,8.7,0,1.7,0
138,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,R K Puram,No,South Delhi,9.4,2017,2,5877,5953,11830,34.5,34.9,QR Ticket (Token-less),Yes,No,4,0,Cold & Cloudy,8.7,0,1.1,0
139,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,Sukhdev Vihar,No,South Delhi,11.8,2018,2,4698,4673,9371,32.4,41.5,Smart Card (DMRC Card),Yes,No,4,1,Cold & Cloudy,8.7,0,2.5,0
140,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,Terminal 1 IGI Airport,No,South West Delhi,15.7,2018,2,6264,6118,12382,35.4,44.0,Smart Card (DMRC Card),Yes,Yes,3,0,Cold & Cloudy,8.7,0,1.2,0
141,2024-01-02,Tuesday,0,Winter,Magenta,#C6007E,Vasant Vihar,No,South West Delhi,11.9,2017,2,5061,4984,10045,34.6,37.1,Smart Card (DMRC Card),Yes,No,4,1,Cold & Cloudy,8.7,0,0.7,0
142,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Anand Vihar,No,East Delhi,12.3,2018,2,5199,5349,10548,44.8,38.3,Smart Card (DMRC Card),No,No,4,1,Cold & Cloudy,8.7,0,4.5,0
143,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Delhi Cantt,No,South West Delhi,15.5,2018,2,4998,4852,9850,35.6,44.7,Smart Card (DMRC Card),No,Yes,4,1,Cold & Cloudy,8.7,0,1.3,0
144,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Hazrat Nizamuddin,No,South Delhi,6.5,2018,2,7440,7261,14701,38.0,30.0,NCMC Card (One Delhi),Yes,Yes,3,0,Cold & Cloudy,8.7,0,0.2,0
145,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Karkarduma,Yes,East Delhi,11.1,2018,4,19206,19277,38483,36.8,39.3,Smart Card (DMRC Card),No,No,2,1,Cold & Cloudy,8.7,0,0.2,0
146,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Lajpat Nagar,Yes,South Delhi,7.8,2018,4,17218,17059,34277,40.0,28.5,Smart Card (DMRC Card),No,Yes,6,1,Cold & Cloudy,8.7,0,0.1,0
147,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Majlis Park,No,North Delhi,15.1,2018,2,5518,5358,10876,40.4,45.9,Smart Card (DMRC Card),No,No,2,1,Cold & Cloudy,8.7,0,0.6,0
148,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Maujpur-Babarpur,No,East Delhi,11.7,2018,2,5782,5694,11476,42.2,42.9,Smart Card (DMRC Card),No,Yes,3,2,Cold & Cloudy,8.7,0,1.0,0
149,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Mayur Vihar-I,Yes,East Delhi,10.6,2018,4,16414,16374,32788,43.9,32.0,QR Ticket (Token-less),No,Yes,8,1,Cold & Cloudy,8.7,0,0.9,0
150,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Netaji Subhash Place,Yes,North Delhi,12.1,2018,4,18673,19010,37683,38.1,39.5,NCMC Card (One Delhi),No,Yes,4,2,Cold & Cloudy,8.7,0,1.5,0
151,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Rajouri Garden,Yes,West Delhi,12.9,2018,3,19535,20121,39656,40.2,40.5,Smart Card (DMRC Card),No,No,2,2,Cold & Cloudy,8.7,0,0.4,1
152,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Sarojini Nagar,No,South Delhi,8.4,2018,2,6207,5979,12186,32.4,32.8,Smart Card (DMRC Card),No,Yes,4,2,Cold & Cloudy,8.7,0,2.2,0
153,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Shalimar Bagh,No,North Delhi,13.6,2018,2,5173,5367,10540,42.7,42.5,Paper QR Token,Yes,Yes,4,1,Cold & Cloudy,8.7,0,1.9,0
154,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Shiv Vihar,No,East Delhi,16.4,2019,2,5454,5271,10725,39.7,45.5,Smart Card (DMRC Card),No,Yes,4,1,Cold & Cloudy,8.7,0,1.6,0
155,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,South Extension,No,South Delhi,7.9,2018,2,5918,6125,12043,30.9,31.3,QR Ticket (Token-less),Yes,No,4,1,Cold & Cloudy,8.7,0,2.6,0
156,2024-01-02,Tuesday,0,Winter,Pink,#EC008C,Welcome,Yes,East Delhi,9.4,2018,4,16321,16098,32419,44.5,34.0,Smart Card (DMRC Card),No,Yes,6,2,Cold & Cloudy,8.7,0,0.9,0
157,2024-01-02,Tuesday,0,Winter,Red,#EE1B24,Dilshad Garden,No,East Delhi,16.9,2008,2,4713,4680,9393,32.6,48.3,QR Ticket (Token-less),Yes,No,2,0,Cold & Cloudy,8.7,0,1.2,0
158,2024-01-02,Tuesday,0,Winter,Red,#EE1B24,Inderlok,Yes,North Delhi,8.7,2004,3,22284,21504,43788,34.3,33.3,Smart Card (DMRC Card),No,Yes,8,1,Cold & Cloudy,8.7,0,0.8,0
159,2024-01-02,Tuesday,0,Winter,Red,#EE1B24,Kashmere Gate,Yes,North Delhi,5.2,2004,4,18469,19183,37652,31.8,26.4,Smart Card (DMRC Card),Yes,No,4,2,Cold & Cloudy,8.7,0,0.0,0
160,2024-01-02,Tuesday,0,Winter,Red,#EE1B24,Kohat Enclave,No,North Delhi,11.0,2004,2,5312,5302,10614,35.5,37.8,QR Ticket (Token-less),No,No,4,0,Cold & Cloudy,8.7,0,0.3,0
161,2024-01-02,Tuesday,0,Winter,Red,#EE1B24,Netaji Subhash Place,Yes,North Delhi,12.1,2008,4,15604,15115,30719,31.5,34.4,NCMC Card (One Delhi),No,No,8,1,Cold & Cloudy,8.7,0,1.0,0
162,2024-01-02,Tuesday,0,Winter,Red,#EE1B24,Pitampura,No,North Delhi,13.8,2008,2,5463,5649,11112,44.9,44.0,Smart Card (DMRC Card),Yes,Yes,2,1,Cold & Cloudy,8.7,0,0.1,0
163,2024-01-02,Tuesday,0,Winter,Red,#EE1B24,Rithala,No,North Delhi,18.5,2008,2,5112,5176,10288,33.9,52.3,Paper QR Token,Yes,Yes,2,1,Cold & Cloudy,8.7,0,0.4,0
164,2024-01-02,Tuesday,0,Winter,Red,#EE1B24,Rohini West,No,North Delhi,16.2,2008,2,4831,4958,9789,36.5,51.8,QR Ticket (Token-less),No,Yes,3,2,Cold & Cloudy,8.7,0,0.7,0
165,2024-01-02,Tuesday,0,Winter,Red,#EE1B24,Seelampur,No,East Delhi,10.4,2004,2,6247,6164,12411,31.5,38.6,NCMC Card (One Delhi),Yes,Yes,2,1,Cold & Cloudy,8.7,0,0.0,0
166,2024-01-02,Tuesday,0,Winter,Red,#EE1B24,Shahdara,No,East Delhi,12.6,2004,2,5766,5990,11756,31.1,40.5,Smart Card (DMRC Card),No,Yes,2,0,Cold & Cloudy,8.7,0,3.3,0
167,2024-01-02,Tuesday,0,Winter,Red,#EE1B24,Shastri Park,No,East Delhi,8.9,2004,2,7106,7293,14399,39.1,30.2,QR Ticket (Token-less),No,Yes,3,1,Cold & Cloudy,8.7,0,0.4,0
168,2024-01-02,Tuesday,0,Winter,Violet,#92278F,Badarpur Border,No,South Delhi,18.9,2015,2,5099,5041,10140,36.9,48.1,Smart Card (DMRC Card),Yes,No,2,1,Cold & Cloudy,8.7,0,0.1,0
169,2024-01-02,Tuesday,0,Winter,Violet,#92278F,Faridabad Old,No,Faridabad,24.7,2015,2,4386,4224,8610,33.7,60.0,Smart Card (DMRC Card),No,No,4,2,Cold & Cloudy,8.7,0,1.6,0
170,2024-01-02,Tuesday,0,Winter,Violet,#92278F,Govind Puri,No,South Delhi,12.1,2010,2,4887,4862,9749,39.7,38.8,Paper QR Token,No,Yes,3,2,Cold & Cloudy,8.7,0,0.3,0
171,2024-01-02,Tuesday,0,Winter,Violet,#92278F,ITO,No,Central Delhi,3.1,2014,2,7592,7604,15196,30.0,21.8,Smart Card (DMRC Card),Yes,No,4,1,Cold & Cloudy,8.7,0,0.8,0
172,2024-01-02,Tuesday,0,Winter,Violet,#92278F,Jama Masjid,No,Central Delhi,4.2,2014,2,7561,7405,14966,38.6,22.1,NCMC Card (One Delhi),No,No,2,2,Cold & Cloudy,8.7,0,3.8,0
173,2024-01-02,Tuesday,0,Winter,Violet,#92278F,Kalkaji Mandir,Yes,South Delhi,10.6,2010,4,17812,18526,36338,33.5,34.1,Smart Card (DMRC Card),Yes,Yes,2,2,Cold & Cloudy,8.7,0,0.6,0
174,2024-01-02,Tuesday,0,Winter,Violet,#92278F,Khan Market,No,Central Delhi,3.9,2010,2,6833,6961,13794,41.6,23.6,NCMC Card (One Delhi),Yes,Yes,4,2,Cold & Cloudy,8.7,0,0.0,0
175,2024-01-02,Tuesday,0,Winter,Violet,#92278F,Lajpat Nagar,Yes,South Delhi,7.8,2010,4,17028,17056,34084,38.2,32.0,Smart Card (DMRC Card),No,Yes,8,1,Cold & Cloudy,8.7,0,3.0,0
176,2024-01-02,Tuesday,0,Winter,Violet,#92278F,Lal Quila,No,Central Delhi,3.8,2014,2,6623,6694,13317,42.7,25.6,Smart Card (DMRC Card),No,No,2,1,Cold & Cloudy,8.7,0,0.3,0
177,2024-01-02,Tuesday,0,Winter,Violet,#92278F,Nehru Place,No,South Delhi,9.9,2010,2,5040,5146,10186,44.8,34.0,Smart Card (DMRC Card),Yes,No,2,0,Cold & Cloudy,8.7,0,1.4,0
178,2024-01-02,Tuesday,0,Winter,Violet,#92278F,Okhla,No,South Delhi,13.4,2015,2,5653,5562,11215,28.5,40.3,QR Ticket (Token-less),Yes,Yes,3,1,Cold & Cloudy,8.7,0,1.2,0
179,2024-01-02,Tuesday,0,Winter,Violet,#92278F,Raja Nahar Singh,No,Faridabad,29.8,2015,2,4979,4894,9873,31.9,60.0,Paper QR Token,Yes,Yes,2,2,Cold & Cloudy,8.7,0,1.6,0
180,2024-01-02,Tuesday,0,Winter,Violet,#92278F,Tughlakabad,No,South Delhi,16.8,2015,2,5865,5941,11806,41.9,51.1,Smart Card (DMRC Card),Yes,Yes,3,2,Cold & Cloudy,8.7,0,1.2,0
181,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,AIIMS,No,South Delhi,7.1,2005,2,6520,6713,13233,44.2,28.8,Paper QR Token,Yes,Yes,2,0,Cold & Cloudy,8.7,0,1.2,0
182,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Azadpur,Yes,North Delhi,11.2,2004,4,19542,19502,39044,30.9,33.3,NCMC Card (One Delhi),No,No,2,1,Cold & Cloudy,8.7,0,3.7,0
183,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Central Secretariat,Yes,Central Delhi,2.6,2005,3,19727,19306,39033,29.8,20.6,Smart Card (DMRC Card),No,No,8,1,Cold & Cloudy,8.7,0,1.0,0
184,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Chandni Chowk,No,Central Delhi,4.1,2004,2,6242,6412,12654,40.5,23.3,Smart Card (DMRC Card),No,No,4,0,Cold & Cloudy,8.7,0,0.4,0
185,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Civil Lines,No,North Delhi,5.9,2004,2,6107,6061,12168,38.2,27.9,Paper QR Token,Yes,No,4,0,Cold & Cloudy,8.7,0,,0
186,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Hauz Khas,Yes,South Delhi,9.6,2005,4,19969,19666,39635,42.4,33.9,QR Ticket (Token-less),No,Yes,6,1,Cold & Cloudy,8.7,0,0.4,1
187,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Huda City Centre,No,Gurugram,27.3,2010,2,4451,4519,8970,37.2,60.0,Smart Card (DMRC Card),Yes,No,4,2,Cold & Cloudy,8.7,0,1.5,0
188,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,INA,Yes,South Delhi,5.8,2005,4,19708,19243,38951,39.8,27.5,Smart Card (DMRC Card),No,No,8,2,Cold & Cloudy,8.7,0,0.7,0
189,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Jahangirpuri,No,North Delhi,17.5,2004,2,5138,5234,10372,37.2,47.6,Smart Card (DMRC Card),No,No,4,2,Cold & Cloudy,8.7,0,0.2,0
190,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Malviya Nagar,No,South Delhi,11.4,2005,2,5849,5754,11603,43.7,37.5,QR Ticket (Token-less),Yes,No,3,1,Cold & Cloudy,8.7,0,3.7,0
191,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,New Delhi,Yes,Central Delhi,2.0,2005,4,18323,18536,36859,40.2,20.3,Paper QR Token,No,Yes,6,1,Cold & Cloudy,8.7,0,1.0,0
192,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Qutab Minar,No,South Delhi,14.5,2010,2,5583,5795,11378,38.1,39.1,QR Ticket (Token-less),Yes,No,4,1,Cold & Cloudy,8.7,0,0.1,0
193,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Rajiv Chowk,Yes,Central Delhi,0.5,2004,4,19163,19897,39060,32.5,18.7,Paper QR Token,No,No,2,2,Cold & Cloudy,8.7,0,1.0,0
194,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Saket,No,South Delhi,12.8,2010,2,6207,5979,12186,44.1,44.3,Smart Card (DMRC Card),Yes,No,3,2,Cold & Cloudy,8.7,0,2.8,0
195,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Samaypur Badli,No,North Delhi,21.3,2015,2,4100,3956,8056,41.0,60.0,Smart Card (DMRC Card),No,No,2,1,Cold & Cloudy,8.7,0,1.0,0
196,2024-01-02,Tuesday,0,Winter,Yellow,#FCC80A,Vishwavidyalaya,No,North Delhi,6.8,2004,2,6806,6725,13531,42.1,26.3,QR Ticket (Token-less),No,Yes,3,1,Cold & Cloudy,8.7,0,0.2,0
197,2024-01-03,Wednesday,0,Winter,Airport Express,#F58220,Delhi Aerocity,No,South West Delhi,13.2,2011,2,11087,10717,21804,28.3,43.5,QR Ticket (Token-less),Yes,No,4,2,Cold & Clear,13.3,1,1.9,0
198,2024-01-03,Wednesday,0,Winter,Airport Express,#F58220,Dhaula Kuan,No,South West Delhi,9.7,2011,2,8907,9190,18097,42.5,37.5,Smart Card (DMRC Card),No,Yes,2,2,Cold & Clear,13.3,1,3.4,0
199,2024-01-03,Wednesday,0,Winter,Airport Express,#F58220,IGI Airport,No,South West Delhi,16.5,2011,2,7059,7141,14200,41.7,43.6,Smart Card (DMRC Card),Yes,Yes,3,1,Cold & Clear,13.3,1,4.7,0
200,2024-01-03,Wednesday,0,Winter,Airport Express,#F58220,New Delhi,Yes,Central Delhi,2.0,2011,3,33451,32493,65944,38.0,20.3,QR Ticket (Token-less),No,No,8,1,Cold & Clear,13.3,1,0.3,0
201,2024-01-03,Wednesday,0,Winter,Airport Express,#F58220,Shivaji Stadium,No,Central Delhi,2.9,2011,2,13100,12724,25824,44.7,23.1,QR Ticket (Token-less),Yes,Yes,3,1,Cold & Clear,13.3,1,2.2,0
202,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Akshardham,No,East Delhi,8.2,2009,2,9864,9779,19643,30.3,34.8,Smart Card (DMRC Card),Yes,No,3,2,Cold & Clear,13.3,1,4.7,0
203,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Botanical Garden,Yes,Noida,17.2,2009,3,26899,27950,54849,39.3,52.4,Smart Card (DMRC Card),No,Yes,6,2,Cold & Clear,13.3,1,4.1,0
204,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Dwarka Mor,No,West Delhi,20.1,2005,2,7975,7902,15877,31.2,58.0,QR Ticket (Token-less),Yes,No,2,2,Cold & Clear,13.3,1,1.2,0
205,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Dwarka Sector 21,Yes,West Delhi,24.6,2010,3,28487,29628,58115,32.2,60.0,QR Ticket (Token-less),Yes,Yes,2,1,Cold & Clear,13.3,1,0.2,0
206,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Indraprastha,No,East Delhi,4.7,2005,2,9402,9555,18957,44.0,24.8,QR Ticket (Token-less),No,Yes,2,2,Cold & Clear,13.3,1,3.1,0
207,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Janakpuri West,Yes,West Delhi,16.4,2005,3,24886,24403,49289,31.4,48.6,Smart Card (DMRC Card),No,No,8,2,Cold & Clear,13.3,1,0.6,0
208,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Karol Bagh,No,Central Delhi,6.1,2005,2,9761,9542,19303,40.0,30.3,QR Ticket (Token-less),No,No,4,2,Cold & Clear,13.3,1,0.9,0
209,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Kirti Nagar,Yes,West Delhi,10.7,2005,4,26675,26056,52731,29.6,37.6,Smart Card (DMRC Card),No,No,4,1,Cold & Clear,13.3,1,1.5,0
210,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Mandi House,Yes,Central Delhi,2.3,2005,4,32385,33391,65776,35.0,23.3,Smart Card (DMRC Card),No,No,2,1,Cold & Clear,13.3,1,1.3,0
211,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Mayur Vihar-I,Yes,East Delhi,10.6,2009,3,24452,24924,49376,32.2,37.3,QR Ticket (Token-less),No,Yes,2,2,Cold & Clear,13.3,1,0.5,0
212,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Noida Sector 18,No,Noida,19.8,2009,2,7783,8079,15862,29.1,51.2,Smart Card (DMRC Card),Yes,Yes,3,1,Cold & Clear,13.3,1,1.1,0
213,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Rajendra Place,No,Central Delhi,7.4,2005,2,12009,11841,23850,41.7,31.7,QR Ticket (Token-less),Yes,Yes,3,2,Cold & Clear,13.3,1,1.0,0
214,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Rajiv Chowk,Yes,Central Delhi,0.5,2005,4,28329,28109,56438,40.5,21.1,NCMC Card (One Delhi),Yes,No,2,1,Cold & Clear,13.3,1,1.5,0
215,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Rajouri Garden,Yes,West Delhi,12.9,2005,3,34304,33262,67566,38.1,40.0,Smart Card (DMRC Card),No,No,6,2,Cold & Clear,13.3,1,1.8,0
216,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Vaishali,No,Ghaziabad,15.9,2009,2,7785,7977,15762,37.6,52.0,Smart Card (DMRC Card),Yes,Yes,4,0,Cold & Clear,13.3,1,1.4,0
217,2024-01-03,Wednesday,0,Winter,Blue,#00509E,Yamuna Bank,Yes,East Delhi,6.3,2005,3,25497,25584,51081,36.2,25.5,Smart Card (DMRC Card),No,Yes,8,2,Cold & Clear,13.3,1,2.0,0
218,2024-01-03,Wednesday,0,Winter,Green,#00A651,Ashok Park Main,No,West Delhi,9.8,2010,2,6876,7029,13905,32.3,37.8,QR Ticket (Token-less),Yes,Yes,2,1,Cold & Clear,13.3,1,1.1,0
219,2024-01-03,Wednesday,0,Winter,Green,#00A651,Bahadurgarh City,No,Haryana,29.1,2018,2,7986,8243,16229,39.2,60.0,Paper QR Token,Yes,Yes,2,1,Cold & Clear,13.3,1,2.2,1
220,2024-01-03,Wednesday,0,Winter,Green,#00A651,Mundka,No,West Delhi,22.4,2010,2,8143,8316,16459,35.7,60.0,Smart Card (DMRC Card),Yes,No,4,1,Cold & Clear,13.3,1,0.0,0
221,2024-01-03,Wednesday,0,Winter,Green,#00A651,Nangloi,No,West Delhi,17.6,2010,2,7633,7842,15475,33.6,51.6,Paper QR Token,Yes,No,2,1,Cold & Clear,13.3,1,0.3,0
222,2024-01-03,Wednesday,0,Winter,Green,#00A651,Peeragarhi,No,West Delhi,14.2,2010,2,9269,9299,18568,35.0,45.0,Paper QR Token,No,Yes,4,2,Cold & Clear,13.3,1,0.1,0
223,2024-01-03,Wednesday,0,Winter,Green,#00A651,Punjabi Bagh,No,West Delhi,11.5,2010,2,10533,10498,21031,29.4,38.4,Smart Card (DMRC Card),Yes,Yes,3,0,Cold & Clear,13.3,1,0.3,0
224,2024-01-03,Wednesday,0,Winter,Grey,#808080,Dwarka,No,West Delhi,22.8,2019,2,7954,8270,16224,40.5,60.0,Smart Card (DMRC Card),Yes,Yes,4,0,Cold & Clear,13.3,1,0.2,0
225,2024-01-03,Wednesday,0,Winter,Grey,#808080,Najafgarh,No,South West Delhi,27.4,2019,2,8739,8555,17294,42.4,60.0,Paper QR Token,Yes,No,4,2,Cold & Clear,13.3,1,1.0,0
226,2024-01-03,Wednesday,0,Winter,Magenta,#C6007E,Botanical Garden,Yes,Noida,17.2,2018,3,27542,26903,54445,32.7,56.6,QR Ticket (Token-less),No,No,2,1,Cold & Clear,13.3,1,0.2,0
227,2024-01-03,Wednesday,0,Winter,Magenta,#C6007E,Greater Kailash,No,South Delhi,8.9,2018,2,9653,9358,19011,38.3,38.6,NCMC Card (One Delhi),Yes,Yes,3,0,Cold & Clear,13.3,1,0.5,1
228,2024-01-03,Wednesday,0,Winter,Magenta,#C6007E,Hauz Khas,Yes,South Delhi,9.6,2017,4,19502,20262,39764,40.9,33.6,Smart Card (DMRC Card),No,Yes,6,1,Cold & Clear,13.3,1,3.5,0
229,2024-01-03,Wednesday,0,Winter,Magenta,#C6007E,IIT Delhi,No,South Delhi,8.6,2017,2,10285,10133,20418,30.4,30.5,NCMC Card (One Delhi),No,Yes,4,0,Cold & Clear,13.3,1,1.1,1
230,2024-01-03,Wednesday,0,Winter,Magenta,#C6007E,Janakpuri West,Yes,West Delhi,16.4,2018,3,27701,26824,54525,29.1,43.9,NCMC Card (One Delhi),No,No,4,2,Cold & Clear,,1,0.0,0
231,2024-01-03,Wednesday,0,Winter,Magenta,#C6007E,Jasola Vihar Shaheen Bagh,No,South Delhi,13.6,2018,2,9018,9027,18045,34.8,48.7,NCMC Card (One Delhi),Yes,Yes,2,1,Cold & Clear,13.3,1,1.5,0
232,2024-01-03,Wednesday,0,Winter,Magenta,#C6007E,Kalindi Kunj,No,South Delhi,14.9,2018,2,7130,7191,14321,28.7,45.4,Smart Card (DMRC Card),Yes,No,4,2,Cold & Clear,13.3,1,0.4,1
233,2024-01-03,Wednesday,0,Winter,Magenta,#C6007E,Kalkaji Mandir,Yes,South Delhi,10.6,2018,4,23507,23408,46915,37.2,40.9,QR Ticket (Token-less),Yes,No,4,1,Cold & Clear,13.3,1,0.9,0
